,maoyanID,name,release_date,online_days,rating,box_week_million,box_million,box_day_million,week_want_thousand,IMAX,gen_科幻,gen_纪录片,gen_爱情,gen_悬疑,gen_冒险,gen_喜剧,gen_恐怖,gen_动作,gen_惊悚,gen_动画,gen_家庭,gen_剧情,gen_奇幻,gen_犯罪,spring,labor,summer,national,region_中国大陆,region_中国港澳台,region_美国,region_日本,region_印度,region_其他,director_famous,actor_famous,IP_rewrite,box_week,box,box_day,week_want
85,1207707,爱猫之城,2018/9/22,19,8.5,1.156,2.82,0.566,4.562,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,0,1156000,2820000,566000,4562
191,1218298,肆式青春,2018/8/4,16,7.7,1.498,2.827,0.906,15.591,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,0,0,0,0,0,1498000,2827000,906000,15591
230,1233373,超时空大冒险,2018/12/1,20,6.9,0.674,2.855,0.397,1.276,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,674000,2855000,397000,1276
365,1254051,夜伴歌声,2019/3/22,21,3.7,1.465,3.009,0.587,5.401,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,1465000,3009000,587000,5401
208,1218718,尖叫直播,2018/4/29,12,7.5,0.747,3.111,0.708,4.205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,747000,3111000,708000,4205
66,1199020,跨越8年的新娘,2018/10/19,14,8.7,2.16,3.117,0.698,3.139,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1,2160000,3117000,698000,3139
329,1243904,动物出击,2019/4/30,13,8.2,2.821,3.153,1.156,3.643,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,1,0,0,2821000,3153000,1156000,3643
221,1198455,二十岁,2018/11/30,14,7.2,2.624,3.203,1.256,10.437,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,2624000,3203000,1256000,10437
257,1229950,午夜整容室,2018/12/14,30,5.5,1.414,3.233,0.493,4.986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,1414000,3233000,493000,4986
366,1206939,守灵,2019/4/4,27,3.6,2.075,3.327,0.689,3.839,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,2075000,3327000,689000,3839
218,479074,冷恋时代,2018/9/21,9,7.3,2.131,3.35,0.606,1.136,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,2131000,3350000,606000,1136
268,1217141,午夜幽灵,2018/10/12,22,4.2,1.962,3.374,0.793,3.276,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,1962000,3374000,793000,3276
176,367845,无敌原始人,2018/10/19,21,7.9,2.807,3.595,0.367,2.502,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,1,0,2807000,3595000,367000,2502
349,581264,境·界,2019/4/19,11,7.3,3.208,3.6,1.764,6.01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,0,3208000,3600000,1764000,6010
57,1238706,你美丽了我的人生,2018/11/2,21,8.8,2.699,3.627,1.757,1.78,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,2699000,3627000,1757000,1780
64,672137,嘻哈英熊,2018/10/4,19,8.7,3.525,3.811,1.345,3.006,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,0,3525000,3811000,1345000,3006
285,1239281,港珠澳大桥,2019/5/1,25,9.2,1.038,3.849,0.394,7.273,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,1038000,3849000,394000,7273
18,1196131,神探狗笨吉,2018/12/28,20,9.1,1.902,3.951,0.823,4.14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,1902000,3951000,823000,4140
360,1212353,阳台上,2019/3/15,14,5.3,3.4,3.974,1.927,14.488,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,3400000,3974000,1927000,14488
223,246835,寻找罗麦,2018/4/13,15,7.1,2.998,4.015,1.435,5.783,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,1,0,0,0,2998000,4015000,1435000,5783
241,1212518,西北风云,2018/4/13,15,6.6,2.889,4.029,1.594,3.876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,2889000,4029000,1594000,3876
195,1207577,黑暗迷宫,2018/10/31,13,7.7,3.727,4.117,1.235,1.558,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,3727000,4117000,1235000,1558
54,1206089,妈妈咪呀2,2018/8/3,11,8.8,2.22,4.147,0.624,4.18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,1,2220000,4147000,624000,4180
321,445609,罗马,2019/5/10,17,8.5,2.748,4.209,0.735,4.186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,2748000,4209000,735000,4186
155,1198834,给19岁的我自己,2018/5/29,17,8.1,3.74,4.388,1.824,12.986,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,3740000,4388000,1824000,12986
76,1187437,念念手纪,2018/9/14,16,8.6,2.814,4.471,1.069,6.533,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,0,2814000,4471000,1069000,6533
193,1200245,第三度嫌疑人,2018/3/30,29,7.7,2.248,4.522,0.691,7.92,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,1,1,0,2248000,4522000,691000,7920
197,345000,毕业作品,2018/4/13,15,7.6,3.138,4.567,1.205,11.672,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,3138000,4567000,1205000,11672
166,1197507,吃货宇宙,2018/6/16,19,8,3.095,4.857,1.707,8.693,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,3095000,4857000,1707000,8693
45,1238696,生活万岁,2018/11/27,19,8.9,2.892,4.879,0.446,2.484,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,2892000,4879000,446000,2484
338,1240859,闯堂兔3囧囧时光机,2019/1/18,18,7.9,2.972,4.883,1.509,5.44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,2972000,4883000,1509000,5440
96,341578,那些女人,2018/9/3,11,8.5,4.622,4.963,2.092,1.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,4622000,4963000,2092000,1680
342,1213175,在乎你,2019/4/12,12,7.8,3.89,5.014,2.117,11.205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,3890000,5014000,2117000,11205
72,334625,美食大冒险之英雄烩,2018/8/17,10,8.6,3.04,5.027,1.103,6.367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,3040000,5027000,1103000,6367
238,1229768,两只小猪之勇闯神秘岛,2018/12/30,19,6.7,1.718,5.097,1.647,1.802,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,1718000,5097000,1647000,1802
53,1225340,您一定不要错过,2018/7/6,21,8.8,2.218,5.277,0.596,14.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,2218000,5277000,596000,14100
79,1229963,警车联盟,2018/12/30,18,8.6,1.184,5.317,1.17,1.517,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,1184000,5317000,1170000,1517
129,257664,克隆人,2018/11/23,20,8.3,2.9,5.32,1.059,6.317,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,1,0,0,0,2900000,5320000,1059000,6317
312,1132519,22年后的自白,2019/1/11,22,8.7,3.349,5.342,1.207,6.635,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1,3349000,5342000,1207000,6635
364,1251606,古井凶灵,2019/2/22,28,4.3,1.924,5.346,0.773,7.297,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,1924000,5346000,773000,7297
88,368109,帝企鹅日记2：召唤,2018/10/12,23,8.5,3.829,5.395,0.572,2.916,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1,3829000,5395000,572000,2916
301,342893,进京城,2019/5/10,17,9,3.423,5.57,1.826,4.585,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,3423000,5570000,1826000,4585
41,1219270,最后一球,2018/6/29,14,8.9,3.95,6.092,1.993,10.001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,0,3950000,6092000,1993000,10001
330,343987,精灵怪物：疯狂之旅,2019/3/29,24,8.2,4.718,6.262,0.838,4.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,4718000,6262000,838000,4490
308,341989,养家之人,2019/1/11,25,8.8,3.92,6.307,1.38,5.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,3920000,6307000,1380000,5690
31,667783,爱在记忆消逝前,2018/2/23,22,9,2.974,6.557,1.132,7.553,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1,2974000,6557000,1132000,7553
235,1217651,小公主艾薇拉与神秘王国,2018/5/12,29,6.8,1.479,6.616,0.764,9.609,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,1479000,6616000,764000,9609
17,1196151,李宗伟：败者为王,2018/9/7,14,9.1,5.095,6.622,1.967,6.541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1,5095000,6622000,1967000,6541
5,493549,大寒,2018/8/14,3,9.4,0.158,6.696,0.073,5.616,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1,158000,6696000,73000,5616
126,603864,战犬瑞克斯,2018/5/11,25,8.3,3.86,6.708,1.502,7.875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,3860000,6708000,1502000,7875
14,569712,黑子的篮球·终极一战,2018/8/24,21,9.1,4.513,6.79,1.999,24.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,1,1,4513000,6790000,1999000,24750
40,334598,玛雅蜜蜂历险记,2018/10/12,19,8.9,5.886,6.903,0.495,1.297,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,5886000,6903000,495000,1297
359,1156894,欲念游戏,2019/4/12,15,5.5,6.575,7.453,3.802,7.29,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,6575000,7453000,3802000,7290
182,342607,未择之路,2018/9/14,16,7.8,5.406,7.454,2.351,4.293,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,5406000,7454000,2351000,4293
333,1206415,虫林大作战,2019/4/13,22,8.1,6.628,7.635,3.368,2.83,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1,6628000,7635000,3368000,2830
352,345918,大侦探霍桑,2019/1/25,11,6.9,5.392,7.968,3.216,4.11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,1,5392000,7968000,3216000,4110
324,888384,森林奇缘,2019/1/18,18,8.4,3.348,7.974,1.152,4.064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,3348000,7974000,1152000,4064
228,344164,脱皮爸爸,2018/3/23,14,7,6.428,8.025,2.86,11.091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,0,6428000,8025000,2860000,11091
334,1204080,战斗民族养成记,2019/1/24,13,8.1,4.861,8.034,1.112,2.702,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,1,0,0,0,4861000,8034000,1112000,2702
314,1220833,燃点,2019/1/11,25,8.7,1.917,8.195,0.53,2.21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,1917000,8195000,530000,2210
160,1212982,人怕出名猪怕壮,2018/2/20,21,8.1,0.76,8.378,0.218,1.111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,760000,8378000,218000,1111
201,1220923,我的宠物恐龙,2018/5/31,16,7.6,8.129,8.642,1.73,5.231,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,8129000,8642000,1730000,5231
115,328844,虎皮萌企鹅,2018/3/16,23,8.4,6.297,8.68,0.683,2.522,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1,6297000,8680000,683000,2522
97,592271,小悟空,2018/7/14,20,8.5,5.81,8.812,2.955,6.984,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,0,0,5810000,8812000,2955000,6984
211,345058,解码游戏,2018/8/3,20,7.4,7.733,9.689,4.209,8.758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,7733000,9689000,4209000,8758
157,1182417,萌犬好声音,2018/3/24,17,8.1,7.52,9.802,4.704,5.579,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,7520000,9802000,4704000,5579
348,1229702,青蛙王子历险记,2019/4/5,21,7.4,6.728,9.811,3.006,2.246,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,6728000,9811000,3006000,2246
122,1216296,说走就走之不说再见,2018/9/14,16,8.3,7.031,9.87,2.66,6.601,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,7031000,9870000,2660000,6601
331,1229799,过春天,2019/3/15,20,8.2,5.92,9.942,2.318,6.392,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,5920000,9942000,2318000,6392
202,1218253,阿里巴巴三根金发,2018/12/30,28,7.6,2.315,10.077,2.315,3.465,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,2315000,10077000,2315000,3465
194,1244914,龟兔大作战,2018/12/30,15,7.7,2.151,10.079,2.077,1.104,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,2151000,10079000,2077000,1104
82,344135,淘气大侦探,2018/7/20,21,8.5,7.014,10.415,2.703,5.96,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,1,0,1,0,7014000,10415000,2703000,5960
339,1230152,撞死了一只羊,2019/4/26,21,7.9,4.667,10.447,1.672,5.701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,4667000,10447000,1672000,5701
303,1229697,四个春天,2019/1/4,32,9,3.132,10.583,0.708,4.054,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,3132000,10583000,708000,4054
