,maoyanID,name,release_date,online_days,rating,box_week_million,box_million,box_day_million,week_want_thousand,IMAX,gen_科幻,gen_纪录片,gen_爱情,gen_悬疑,gen_冒险,gen_喜剧,gen_恐怖,gen_动作,gen_惊悚,gen_动画,gen_家庭,gen_剧情,gen_奇幻,gen_犯罪,spring,labor,summer,national,region_中国大陆,region_中国港澳台,region_美国,region_日本,region_印度,region_其他,director_famous,actor_famous,IP_rewrite,box_week,box,box_day,week_want
113,1177952,狗狗的疯狂假期,2018/2/2,14,8.4,3.682,10.599,1.613,4.618,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,3682000,10599000,1613000,4618
206,1220969,惊涛飓浪,2018/12/7,15,7.5,8.03,11.145,3.811,10.772,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,8030000,11145000,3811000,10772
154,1203436,金钱世界,2018/3/2,21,8.1,6.801,11.157,2.638,9.692,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,0,6801000,11157000,2638000,9692
92,1132494,生存家族,2018/6/22,21,8.5,6.043,11.405,1.828,7.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,0,6043000,11405000,1828000,7990
139,1165276,摘金奇缘,2018/11/30,15,8.2,7.981,11.489,2.881,4.922,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,7981000,11489000,2881000,4922
183,1189938,道高一丈,2018/9/6,15,7.8,9.686,12.07,1.401,5.828,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,9686000,12070000,1401000,5828
291,1217351,德鲁大叔,2019/1/11,25,9.1,7.027,12.077,2.452,19.705,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,7027000,12077000,2452000,19705
299,1205582,今夜在浪漫剧场,2019/2/14,19,9,10.004,12.313,6.558,12.534,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,0,10004000,12313000,6558000,12534
200,346339,为你写诗,2018/10/26,14,7.6,9.837,12.777,3.984,4.292,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,9837000,12777000,3984000,4292
192,1198828,古剑奇谭之流月昭明,2018/10/1,25,7.7,13.304,14.119,8.301,5.579,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,1,13304000,14119000,8301000,5579
156,337129,亡命救赎,2018/11/30,21,8.1,11.349,14.217,5.759,6.927,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,11349000,14217000,5759000,6927
249,342412,超能泰坦,2018/10/12,21,5.9,12.072,14.276,6.227,12.739,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,0,12072000,14276000,6227000,12739
151,1187542,昼颜,2018/5/18,28,8.1,7.554,14.337,2.472,15.332,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,0,7554000,14337000,2472000,15332
361,368260,最佳男友进化论,2019/4/12,18,5.3,11.502,14.462,5.063,13.607,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0,11502000,14462000,5063000,13607
175,13457,龙凤斗,2018/2/10,6,7.9,0.5,14.915,0.312,1.918,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,1,0,500000,14915000,312000,1918
90,883179,汪星卧底,2018/7/20,20,8.5,8.211,14.991,2.933,9.381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,8211000,14991000,2933000,9381
127,1212413,大坏狐狸的故事,2018/3/16,27,8.3,10.657,16.092,1.738,6.802,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1,10657000,16092000,1738000,6802
357,1162868,转型团伙,2019/4/19,11,5.8,14.801,16.709,6.94,6.742,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,14801000,16709000,6940000,6742
317,345172,奎迪：英雄再起,2019/1/4,21,8.6,11.573,17.13,3.947,10.758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1,11573000,17130000,3947000,10758
75,1180993,花滑女王,2018/3/30,22,8.6,13.372,17.167,5.059,12.313,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1,13372000,17167000,5059000,12313
290,1214652,朝花夕誓-于离别之朝束起约定之花,2019/2/22,21,9.1,10.72,17.222,3.569,20.781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,0,10720000,17222000,3569000,20781
138,1218299,深海历险记,2018/8/24,30,8.2,10.418,17.598,2.908,6.456,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,1,0,0,0,0,0,0,10418000,17598000,2908000,6456
181,410641,我说的都是真的,2018/3/30,29,7.8,11.438,17.836,4.621,13.115,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,11438000,17836000,4621000,13115
179,1208148,中国蓝盔,2018/11/23,30,7.8,10.39,17.928,4.887,19.506,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,10390000,17928000,4887000,19506
227,1204093,功夫联盟,2018/10/26,23,7,12.618,17.978,5.155,7.263,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,12618000,17978000,5155000,7263
320,341220,乐高大电影2,2019/3/22,25,8.5,15.443,18.437,2.059,7.711,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,1,1,15443000,18437000,2059000,7711
332,1263355,狗眼看人心,2019/4/20,21,8.1,12.128,18.475,6.433,10.611,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,12128000,18475000,6433000,10611
63,1201381,恋爱回旋,2018/3/9,24,8.7,11.468,18.536,3.472,14.514,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,0,11468000,18536000,3472000,14514
354,672379,悟空奇遇记,2019/5/1,20,6.9,17.88,18.768,6.329,5.397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,17880000,18768000,6329000,5397
199,1207335,滴答屋,2018/11/1,15,7.6,16.547,19.047,5.515,10.976,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,16547000,19047000,5515000,10976
212,1199446,泡芙小姐,2018/2/9,8,7.4,13.197,19.34,6.271,7.242,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,13197000,19340000,6271000,7242
52,11237,阿飞正传,2018/6/25,32,8.8,14.187,19.739,3.185,17.12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0,0,0,0,1,1,0,14187000,19739000,3185000,17120
250,1229915,中国合伙人2,2018/12/18,31,5.8,8.609,20.29,4.051,6.382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,8609000,20290000,4051000,6382
136,1220838,藏北秘岭-重返无人区,2018/8/31,62,8.2,4.031,20.576,1.33,8.409,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,4031000,20576000,1330000,8409
134,1199029,玛丽与魔女之花,2018/4/28,34,8.2,5.971,20.622,1.668,9.969,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,0,1,5971000,20622000,1668000,9969
174,1217650,魔镜奇缘2,2018/6/1,23,7.9,16.557,20.629,9.558,13.951,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,16557000,20629000,9558000,13951
102,528054,青年马克思,2018/5/5,39,8.5,0.5,20.784,0.238,3.276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1,500000,20784000,238000,3276
161,1228750,照相师,2018/12/12,50,8.1,0.447,20.891,0.128,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,447000,20891000,128000,1010
78,1213193,猫与桃花源,2018/4/5,30,8.6,17.092,21.805,6.615,7.466,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,17092000,21805000,6615000,7466
89,672382,虎胆追凶,2018/9/21,18,8.5,13.377,22.418,4.742,6.312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,0,13377000,22418000,4742000,6312
343,1207260,如影随心,2019/4/19,14,7.7,19.657,23.606,9.034,13.048,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,19657000,23606000,9034000,13048
310,1238862,我想吃掉你的胰脏,2019/1/18,18,8.7,13.605,23.887,5.731,25.418,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,0,13605000,23887000,5731000,25418
116,1212787,坏爸爸,2018/2/2,14,8.4,14.529,24.476,8.418,1.177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,14529000,24476000,8418000,1177
252,1229749,宝贝儿,2018/10/19,21,5.7,21.55,24.724,10.872,12.699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,21550000,24724000,10872000,12699
87,257454,第七个小矮人,2018/6/16,29,8.5,12.331,25.491,5.74,8.695,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1,12331000,25491000,5740000,8695
77,346465,绿毛怪格林奇,2018/12/14,31,8.6,19.485,26.438,2.742,8.031,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,1,1,1,19485000,26438000,2742000,8031
326,672279,雪暴,2019/4/30,25,8.3,19.511,27.581,5.232,11.521,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,19511000,27581000,5232000,11521
98,1212533,金龟子,2018/2/2,16,8.5,10.893,27.798,4.365,4.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,10893000,27798000,4365000,4200
9,345870,传奇的诞生,2018/9/7,24,9.2,17.308,28.276,4.658,8.683,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,17308000,28276000,4658000,8683
43,1234403,恐龙王,2018/11/10,38,8.9,9.856,28.605,4.807,5.347,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,9856000,28605000,4807000,5347
107,1203768,浪矢解忧杂货店,2018/2/2,15,8.4,16.802,28.763,6.268,14.296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,1,16802000,28763000,6268000,14296
164,343176,奇葩朵朵,2018/4/4,24,8,26.689,30.214,10.692,16.247,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,26689000,30214000,10692000,16247
65,1221035,老爸102岁,2018/11/30,26,8.7,22.111,30.23,7.864,10.985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,22111000,30230000,7864000,10985
94,1219776,网络谜踪,2018/12/14,22,8.5,18.289,30.494,5.146,6.985,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,0,18289000,30494000,5146000,6985
215,1213098,的士速递5,2018/8/3,32,7.3,23.109,31.21,10.54,28.293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,1,23109000,31210000,10540000,28293
322,341229,命运之夜——天之杯：恶兆之花,2019/1/11,26,8.4,24.574,31.618,11.371,30.213,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1,24574000,31618000,11371000,30213
356,1216267,家和万事惊,2019/1/18,18,5.9,12.565,32.625,6.454,11.115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,1,1,0,12565000,32625000,6454000,11115
269,78490,冰封侠:时空行者,2018/11/2,23,4.1,27.185,34.493,12.669,14.406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,1,0,0,27185000,34493000,12669000,14406
219,1198439,低压槽：欲望之城,2018/4/28,23,7.2,17.968,34.909,9.774,13.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,1,0,17968000,34909000,9774000,13820
110,344162,脱单告急,2018/4/20,22,8.4,23.015,35.02,9.139,9.583,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,23015000,35020000,9139000,9583
10,439495,苏丹,2018/8/31,29,9.2,20.48,36.144,6.257,13.104,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,20480000,36144000,6257000,13104
300,1215867,一条狗的回家路,2019/1/18,18,9,19.913,36.436,7.152,14.858,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,19913000,36436000,7152000,14858
124,1206839,我是你妈,2018/5/11,30,8.3,24.665,36.822,6.288,17.557,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,24665000,36822000,6288000,17557
50,1204720,妈妈咪鸭,2018/3/9,37,8.8,21.312,37.234,4.079,9.351,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,0,0,21312000,37234000,4079000,9351
123,1217434,大闹西游,2018/9/22,26,8.3,18.15,37.854,8.526,7.646,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,18150000,37854000,8526000,7646
233,345013,战神纪,2018/4/28,26,6.8,19.807,38.076,11.359,14.567,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,19807000,38076000,11359000,14567
284,1220571,我的英雄学院：两位英雄,2019/3/15,27,9.2,31.723,38.743,10.512,39.367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1,31723000,38743000,10512000,39367
304,1239844,钢铁飞龙之奥特曼崛起,2019/1/18,40,8.9,11.533,42.592,3.241,8.169,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,11533000,42592000,3241000,8169
185,1199188,犬之岛,2018/4/20,29,7.8,26.054,43.525,6.928,11.78,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,0,26054000,43525000,6928000,11780
344,907653,狂暴凶狮,2019/3/22,27,7.7,35.428,44.578,13.495,17.389,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,35428000,44578000,13495000,17389
307,507792,地久天长,2019/3/22,45,8.8,24.539,45.065,6.619,22.486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,1,0,24539000,45065000,6619000,22486
112,342900,通勤营救,2018/3/30,30,8.4,26.088,45.405,8.12,11.764,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,1,0,26088000,45405000,8120000,11764
313,1211412,神奇乐园历险记,2019/4/19,32,8.7,21.974,46.619,2.448,3.575,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,0,21974000,46619000,2448000,3575
