,maoyanID,name,release_date,online_days,rating,box_week_million,box_million,box_day_million,week_want_thousand,IMAX,gen_科幻,gen_纪录片,gen_爱情,gen_悬疑,gen_冒险,gen_喜剧,gen_恐怖,gen_动作,gen_惊悚,gen_动画,gen_家庭,gen_剧情,gen_奇幻,gen_犯罪,spring,labor,summer,national,region_中国大陆,region_中国港澳台,region_美国,region_日本,region_印度,region_其他,director_famous,actor_famous,IP_rewrite,box_week,box,box_day,week_want
62,1208748,小马宝莉大电影,2018/2/2,27,8.7,16.983,46.813,5.408,4.676,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,1,16983000,46813000,5408000,4676
26,1229214,爸，我一定行的,2018/8/24,37,9,18.82,47.066,4.314,23.967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,18820000,47066000,4314000,23967
106,1197626,镰仓物语,2018/9/14,26,8.4,25.24,48.511,6.952,18.391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,1,25240000,48511000,6952000,18391
244,346096,阿修罗,2018/7/13,8,6.4,48.614,49.84,25.529,42.182,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,1,0,48614000,49840000,25529000,42182
264,1189514,断片之险途夺宝,2018/12/29,22,4.8,36.643,50.387,23.928,17.713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,36643000,50387000,23928000,17713
327,457445,掠食城市,2019/1/18,19,8.3,28.36,50.486,9.381,12.578,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,1,28360000,50486000,9381000,12578
146,1200978,遇见你真好,2018/3/29,31,8.1,33.701,51.012,12.084,27.859,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,33701000,51012000,12084000,27859
137,78480,狗十三,2018/12/7,33,8.2,16.145,51.26,3.82,12.026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,16145000,51260000,3820000,12026
226,1200045,深海越狱,2018/6/8,22,7,40.755,51.375,17.66,21.307,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,40755000,51375000,17660000,21307
55,343667,流浪猫鲍勃,2018/11/2,22,8.8,28.877,52.978,4.749,7.082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,28877000,52978000,4749000,7082
86,367738,完美陌生人,2018/5/25,32,8.5,18.414,53.515,5.239,16.589,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,18414000,53515000,5239000,16589
135,345991,暴裂无声,2018/4/4,26,8.2,35.869,54.248,8.061,15.624,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,35869000,54248000,8061000,15624
152,1227585,新灰姑娘,2018/10/1,33,8.1,55.003,60.138,12.481,8.456,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,1,55003000,60138000,12481000,8456
125,1204714,忌日快乐,2018/2/2,19,8.3,16.649,61.262,5.051,8.367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,16649000,61262000,5051000,8367
153,1203678,我的间谍前男友,2018/10/19,21,8.1,40.092,61.745,12.072,6.876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,40092000,61745000,12072000,6876
150,1204476,印度暴徒,2018/12/28,29,8.1,32.633,61.929,10.435,17.79,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,1,0,32633000,61929000,10435000,17790
355,1206824,人间·喜剧,2019/3/29,28,5.9,56.276,62.888,30.259,27.513,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,56276000,62888000,30259000,27513
240,247083,闺蜜2,2018/3/2,33,6.6,49.62,64.345,27.073,26.018,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,1,49620000,64345000,27073000,26018
351,345875,风中有朵雨做的云,2019/4/4,25,7,51.516,64.78,16.5,26.98,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,1,51516000,64780000,16500000,26980
109,338400,神奇马戏团之动物饼干,2018/7/21,32,8.4,25.218,64.882,14.614,12.748,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,1,0,0,1,0,0,0,25218000,64882000,14614000,12748
74,342754,三块广告牌,2018/3/2,41,8.6,15.025,64.99,2.96,14.326,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,0,15025000,64990000,2960000,14326
210,338426,湮灭,2018/4/13,29,7.4,38.377,66.08,13.752,22.222,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,1,1,38377000,66080000,13752000,22222
302,1205909,祈祷落幕时,2019/4/12,31,9,29.408,67.485,8.064,11.579,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,1,29408000,67485000,8064000,11579
11,1215919,印度合伙人,2018/12/14,29,9.2,35.935,67.553,10.197,10.102,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,35935000,67553000,10197000,10102
178,1203310,龙虾刑警,2018/6/22,29,7.8,44.855,68.791,18.083,16.077,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,44855000,68791000,18083000,16077
198,1208342,江湖儿女,2018/9/21,34,7.6,40.792,69.947,13.252,12.175,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,1,0,40792000,69947000,13252000,12175
165,1208008,泄密者,2018/6/15,29,8,34.258,70.821,10.163,17.567,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,1,0,34258000,70821000,10163000,17567
111,1216914,潜艇总动员：海底两万里,2018/6/1,35,8.4,59.276,72.693,32.45,17.534,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,59276000,72693000,32450000,17534
83,341941,冰雪女王3：火与冰,2018/4/5,60,8.5,43.168,74.226,17.258,17.109,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1,43168000,74226000,17258000,17109
281,883196,一个母亲的复仇,2019/5/10,22,9.3,38.832,74.26,9.673,26.497,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,38832000,74260000,9673000,26497
12,1205514,雪怪大冒险,2018/10/19,31,9.2,27.135,75.084,2.273,3.389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,27135000,75084000,2273000,3389
51,342791,巴霍巴利王2：终结,2018/5/4,32,8.8,49.149,76.838,15.606,26.452,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,49149000,76838000,15606000,26452
84,560411,阿凡提之奇缘历险,2018/10/1,38,8.5,66.213,76.948,12.414,5.38,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,1,66213000,76948000,12414000,5380
205,342165,武林怪兽,2018/12/21,27,7.5,52.52,79.645,16.616,17.173,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,0,52520000,79645000,16616000,17173
180,1216326,你好，之华,2018/11/9,29,7.8,40.349,80.201,13.221,20.076,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,1,0,40349000,80201000,13221000,20076
80,246596,昨日青空,2018/10/26,32,8.5,49.079,83.827,12.704,13.708,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,49079000,83827000,12704000,13708
243,1197181,金蝉脱壳2：冥府,2018/6/29,29,6.5,70.93,91.323,35.354,45.572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,1,70930000,91323000,35354000,45572
91,1199331,厕所英雄,2018/6/8,29,8.5,58.587,94.609,15.141,17.158,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,58587000,94609000,15141000,17158
130,345493,飓风奇劫,2018/11/2,28,8.3,48.904,95.124,9.157,6.445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,48904000,95124000,9157000,6445
162,1216365,小偷家族,2018/8/3,41,8,48.395,96.749,13.399,21.215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,1,0,0,48395000,96749000,13399000,21215
278,1167831,波西米亚狂想曲,2019/3/22,48,9.5,41.776,98.722,10.289,17.316,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,1,41776000,98722000,10289000,17316
42,246714,马戏之王,2018/2/1,27,8.9,48.025,101,13.601,10.22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,0,48025000,101000000,13601000,10220
220,672164,幸福马上来,2018/6/8,49,7.2,45.734,101,14.608,17.723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,45734000,101000000,14608000,17723
61,1220736,神秘世界历险记4,2018/8/3,50,8.7,43.623,104,10.664,16.057,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1,43623000,104000000,10664000,16057
163,1204622,水形物语,2018/3/16,29,8,67.718,105,21.817,43.523,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,67718000,105000000,21817000,43523
148,341944,游侠索罗：星球大战外传,2018/5/25,29,8.1,63.183,106,20.104,21.557,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,1,1,1,63183000,106000000,20104000,21557
120,344950,21克拉,2018/4/20,32,8.3,63.314,110,18.17,31.863,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,1,63314000,110000000,18170000,31863
311,1219670,海市蜃楼,2019/3/28,29,8.7,65.416,110,5.277,11.856,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,65416000,110000000,5277000,11856
23,1217513,风语咒,2018/8/3,35,9,61.921,112,19.434,34.955,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1,61921000,112000000,19434000,34955
173,346015,胡桃夹子和四个王国,2018/11/2,31,7.9,82.552,112,23.662,31.315,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1,82552000,112000000,23662000,31315
121,344292,阿尔法：狼伴归途,2018/9/7,30,8.3,70.232,114,22.097,24.548,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,70232000,114000000,22097000,24548
350,1215114,廉政风云,2019/2/5,38,7,95.242,114,55.879,22.879,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,0,95242000,114000000,55879000,22879
295,1250341,夏目友人帐,2019/3/7,31,9,84.04,115,19.389,83.298,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,1,84040000,115000000,19389000,83298
363,1228776,下一任：前任,2019/5/1,27,4.3,100,117,46.608,127.357,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,100000000,117000000,46608000,127357
234,344649,天气预爆,2018/12/21,28,6.8,85.448,123,38.377,32.673,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,85448000,123000000,38377000,32673
358,1233150,小猪佩奇过大年,2019/2/5,29,5.7,112,124,58.209,22.584,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,1,0,0,1,112000000,124000000,58209000,22584
104,1225632,名侦探柯南：零的执行人,2018/11/9,31,8.4,80.883,127,25.897,44.185,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1,80883000,127000000,25897000,44185
204,248907,新乌龙院之笑闹江湖,2018/8/17,31,7.5,102,130,67.399,69.803,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1,102000000,130000000,67399000,69803
27,1200265,叶问外传：张天志,2018/12/21,32,9,42.041,131,10.002,15.421,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,1,42041000,131000000,10002000,15421
69,1218190,大师兄,2018/8/24,29,8.6,89.594,146,34.854,26.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,1,0,89594000,146000000,34854000,26122
298,346765,小飞象,2019/3/29,32,9,72.258,147,12.801,18.656,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,1,1,1,72258000,147000000,12801000,18656
6,1229020,嗝嗝老师,2018/10/12,43,9.3,29.223,149,5.056,5.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,29223000,149000000,5056000,5290
255,345655,云南虫谷,2018/12/29,32,5.5,98.996,150,64.725,49.344,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,98996000,150000000,64725000,49344
340,1206836,神探蒲松龄,2019/2/5,29,7.8,129,152,66.151,23.371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,1,129000000,152000000,66151000,23371
214,248162,欧洲攻略,2018/8/17,25,7.3,135,153,97.216,66.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,1,0,135000000,153000000,97216000,66500
73,1220713,新大头儿子和小头爸爸3：俄罗斯奇遇记,2018/7/6,46,8.6,70.423,158,19.128,27.049,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1,70423000,158000000,19128000,27049
36,343762,比得兔,2018/3/2,61,8.9,80.148,168,20.015,27.332,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,80148000,168000000,20015000,27332
196,1211538,祖宗十九代,2018/2/16,40,7.6,49.482,169,17.422,23.267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,49482000,169000000,17422000,23267
70,1207271,憨豆特工3,2018/11/23,31,8.6,79.535,172,21.344,41.413,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,1,1,1,79535000,172000000,21344000,41413
13,123,龙猫,2018/12/14,54,9.1,89.631,173,18.784,63.291,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,1,0,0,89631000,173000000,18784000,63291
315,344262,一吻定情,2019/2/14,29,8.6,130,173,91.298,47.85,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,1,130000000,173000000,91298000,47850
147,1139994,猛虫过江,2018/6/15,35,8.1,66.307,203,18.243,19.108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,66307000,203000000,18243000,19108
133,1207042,哆啦A梦：大雄的金银岛,2018/6/1,31,8.2,157,209,83.924,53.792,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1,157000000,209000000,83924000,53792
