,maoyanID,name,release_date,region,rating,box,box_day,box_week,week_want,special_date,IMAX,gen_爱情,gen_动画,gen_科幻,gen_惊悚,gen_犯罪,gen_悬疑,gen_家庭,gen_纪录片,gen_喜剧,gen_动作,gen_奇幻,gen_冒险,gen_剧情,gen_恐怖,region_中国大陆,region_中国港澳台,region_美国,region_日本,region_印度,region_其他,director_famous,actor_famous,IP_rewrite
243,1198455,二十岁,2018/11/30,"中国大陆
",7.2,3203000,1256000,2624000,10437,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
244,341674,命运速递,2018/5/25,"中国大陆
",7.2,1406000,467000,923000,4982,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
245,1225895,画师,2018/8/17,"中国大陆
",7.2,1406000,467000,923000,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
246,246835,寻找罗麦,2018/4/13,"中国大陆,法国
",7.1,4015000,1435000,2998000,5783,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,1,0,0,0
247,1194411,三国杀·幻,2018/11/9,"中国大陆
",7.1,1049000,368000,734000,2606,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
249,1220172,有五个姐姐的我就注定要单身了啊,2018/11/16,"中国台湾
",7.1,853000,114000,301000,3092,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,0,1
251,1200045,深海越狱,2018/6/8,"美国
",7,51375000,17660000,40755000,21307,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
253,1204093,功夫联盟,2018/10/26,"中国大陆
",7,17978000,5155000,12618000,7263,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
254,344164,脱皮爸爸,2018/3/23,"中国大陆,中国香港
",7,8025000,2860000,6428000,11091,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,1,0
255,79115,守望一生,2018/9/10,"中国大陆
",7,148000,53000,102000,425,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
256,342930,漂亮男孩,2018/10/12,"美国
",7,148000,53000,102000,20,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
257,1233373,超时空大冒险,2018/12/1,"中国大陆
",6.9,2855000,397000,674000,1276,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
258,1175253,爱情公寓,2018/8/10,"中国大陆
",6.8,555000000,303000000,491000000,354632,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
259,1048266,暮光巴黎,2018/10/26,"中国大陆,法国
",6.8,2086000,880000,1765000,5239,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,1,0,0,0
260,345013,战神纪,2018/4/28,"中国大陆
",6.8,38076000,11359000,19807000,14567,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
261,344649,天气预爆,2018/12/21,"中国大陆
",6.8,123000000,38377000,85448000,32673,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
262,1217651,小公主艾薇拉与神秘王国,2018/5/12,"中国大陆
",6.8,6616000,764000,1479000,9609,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1
263,1220835,伊阿索密码,2018/6/22,"中国大陆
",6.8,1305000,636000,1001000,4950,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
264,340946,纯洁心灵·逐梦演艺圈,2018/2/9,"中国大陆
",6.8,2338000,25000,54000,420,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
266,1229768,两只小猪之勇闯神秘岛,2018/12/30,"中国大陆
",6.7,5097000,1647000,1718000,1802,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
267,1242941,夜魔奇案,2018/12/21,"中国大陆
",6.7,230000,83000,149000,647,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
268,247083,闺蜜2,2018/3/2,"中国香港,中国大陆
",6.6,64345000,27073000,49620000,26018,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,1,1
269,1212518,西北风云,2018/4/13,"中国大陆
",6.6,4029000,1594000,2889000,3876,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
270,337105,夺命来电,2018/4/13,"中国大陆
",6.6,1236000,305000,761000,2700,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
271,485804,数码宝贝大冒险tri. 第6章,2018/5/5,"日本
",6.6,1236000,305000,761000,81,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,0,1
272,1197181,金蝉脱壳2：冥府,2018/6/29,"美国
",6.5,91323000,35354000,70930000,45572,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
273,346096,阿修罗,2018/7/13,"中国大陆
",6.4,49840000,25529000,48614000,42182,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
274,1182289,一纸婚约,2018/6/8,"中国大陆
",6.4,751000,261000,596000,6439,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
275,1203210,凤凰城遗忘录,2018/6/22,美国,6.4,749000,420000,626000,6719,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0
276,246394,森林之子毛克利,2018/12/7,"美国,英国
",6.4,749000,420000,626000,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,1,0
277,1235456,冒牌搭档,2018/11/30,"中国大陆
",6.3,1467000,665000,1156000,2049,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,0
278,1220437,梦境之源,2018/11/16,"中国大陆
",6.3,288000,120000,199000,1381,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
279,1229565,星溪的三次奇遇,2018/10/16,"中国大陆,马来西亚",6.3,288000,120000,199000,3,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,1,0,1,0
280,1207016,玛丽女王,2018/12/11,英国,6.1,288000,120000,199000,5,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,1
283,342412,超能泰坦,2018/10/12,"美国,英国
",5.9,14276000,6227000,12072000,12739,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,1,0,0,0
284,1215978,友罪,2018/6/16,"日本
",5.9,14276000,6227000,12072000,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,0,1
285,1229915,中国合伙人2,2018/12/18,"中国大陆
",5.8,20290000,4051000,8609000,6382,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
286,346336,冰封迷案,2018/4/20,"中国大陆
",5.8,519000,91000,255000,1014,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
288,1247134,特种兵归来1：血狼之怒,2018/12/7,"中国大陆
",5.8,419000,195000,253000,78,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
289,1229749,宝贝儿,2018/10/19,"中国大陆
",5.7,24724000,10872000,21550000,12699,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,1,0
290,568602,无眸之杀,2018/3/23,"中国大陆
",5.7,982000,218000,525000,2942,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
291,1234049,灵魂契约,2018/10/26,"中国大陆
",5.6,2737000,500000,1445000,1883,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
292,345655,云南虫谷,2018/12/29,"中国大陆
",5.5,150000000,64725000,98996000,49344,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1
293,344540,灵魂当铺之时间典当,2018/3/9,"中国大陆
",5.5,1284000,353000,740000,2572,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
294,1229950,午夜整容室,2018/12/14,"中国大陆
",5.5,3233000,493000,1414000,4986,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
295,1203176,男狐聊斋2兰若寺,2018/7/3,"中国大陆
",5.5,3233000,493000,1414000,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
296,1227002,黑暗深处之惊魂夜,2018/10/19,"中国大陆
",5.4,2278000,445000,1264000,1515,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
299,1222188,惊慌失色之诡寓,2018/8/24,"中国大陆
",5.1,2072000,398000,910000,7188,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,0
300,1220905,毛骨悚然之红衣男孩,2018/6/1,"中国大陆
",5.1,1480000,372000,844000,4971,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
301,344419,七号公馆,2018/5/11,"中国大陆
",5.1,616000,117000,291000,3028,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
302,1238695,瞳灵公馆,2018/11/2,"中国大陆
",5.1,2313000,437000,1337000,1752,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
303,1215765,末路爱侣,2018/7/13,"美国
",5,2313000,437000,1337000,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0
304,1220908,恐怖浴室,2018/6/8,"中国大陆
",4.9,2537000,473000,1228000,3596,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
305,880525,机器猛犬,2018/8/24,美国,4.9,2537000,473000,1228000,15,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
306,1189514,断片之险途夺宝,2018/12/29,"中国大陆
",4.8,50387000,23928000,36643000,17713,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,1,0
307,1213057,无迹可寻,2018/2/9,"中国大陆
",4.5,362000,88000,156000,359,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
308,1210869,午夜十二点,2018/4/28,"中国大陆
",4.4,2356000,261000,568000,3363,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
309,1221388,姽婳,2018/6/29,中国大陆,4.4,758000,111000,328000,2023,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
310,1217141,午夜幽灵,2018/10/12,"中国大陆
",4.2,3374000,793000,1962000,3276,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
311,78490,冰封侠:时空行者,2018/11/2,"中国大陆,中国香港
",4.1,34493000,12669000,27185000,14406,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,1,0,0
312,1227737,男生宿舍,2018/8/31,"中国大陆
",4,2387000,388000,1013000,6151,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
313,1221379,细思极恐,2018/7/6,"中国大陆
",4,1502000,226000,555000,3539,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
314,1205320,玲珑井,2018/3/16,"中国大陆
",3.5,1984000,442000,1069000,2706,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
315,1206209,开学悸,2018/11/9,中国大陆,3.5,1370000,328000,667000,1282,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
316,666793,恐怖快递,2018/11/23,"中国大陆
",3.2,2265000,424000,1140000,5161,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
318,1212344,凌晨两点半,2018/4/13,"中国大陆
",2.7,1868000,268000,652000,3708,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
319,345036,地球最后的夜晚,2018/12/31,"中国大陆
",2.6,282000000,262000000,280000000,53786,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
321,1206605,绿皮书,2019/3/1,"美国
",9.5,477000000,25144000,114000000,34521,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
322,1167831,波西米亚狂想曲,2019/3/22,"英国,美国
",9.5,98722000,10289000,41776000,17316,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,1
323,1218727,何以为家,2019/4/29,"黎巴嫩,法国,美国
",9.3,320000000,12253000,167000000,98145,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,1,0,0,0
324,1235560,白蛇：缘起,2019/1/11,"中国大陆
",9.3,448000000,9755000,41233000,21172,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
327,1212492,老师·好,2019/3/22,"中国大陆
",9.3,353000000,16586000,80087000,21852,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
328,248906,流浪地球,2019/2/5,"中国大陆
",9.2,4654000000,188000000,2020000000,69354,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,1,1,1
329,1220571,我的英雄学院：两位英雄,2019/3/15,"日本
",9.2,38743000,10512000,31723000,39367,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,1,0,0,0,0,1
330,1239281,港珠澳大桥,2019/5/1,"中国大陆
",9.2,3849000,394000,1038000,7273,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,0
331,248172,复仇者联盟4：终局之战,2019/4/24,"美国
",9.1,4178000000,534000000,2224000000,242258,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
332,1206875,大黄蜂,2019/1/4,"美国
",9.1,1147000000,110000000,404000000,57988,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
